234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
234.0,12.0
