234.0,170.0
234.0,186.0
234.0,161.0
234.0,68.0
234.0,79.0
234.0,234.0
234.0,164.0
234.0,249.0
234.0,230.0
234.0,246.0
234.0,113.0
234.0,107.0
234.0,100.0
234.0,48.0
234.0,162.0
234.0,114.0
234.0,90.0
234.0,137.0
234.0,231.0
234.0,158.0
234.0,163.0
234.0,144.0
234.0,237.0
234.0,211.0
234.0,148.0
234.0,233.0
234.0,229.0
234.0,236.0
234.0,142.0
234.0,13.0
234.0,141.0
234.0,50.0
234.0,125.0
234.0,224.0
234.0,239.0
234.0,87.0
234.0,238.0
234.0,138.0
234.0,263.0
234.0,140.0
234.0,143.0
234.0,4.0
234.0,232.0
234.0,43.0
234.0,262.0
234.0,132.0
234.0,261.0
234.0,88.0
234.0,209.0
234.0,75.0
234.0,255.0
234.0,33.0
234.0,151.0
234.0,45.0
234.0,181.0
234.0,256.0
234.0,41.0
234.0,7.0
234.0,145.0
234.0,66.0
234.0,42.0
234.0,74.0
234.0,166.0
234.0,264.0
234.0,112.0
234.0,80.0
234.0,1.0
234.0,97.0
234.0,65.0
234.0,49.0
234.0,25.0
234.0,244.0
234.0,116.0
234.0,226.0
234.0,129.0
234.0,61.0
234.0,40.0
234.0,24.0
234.0,37.0
234.0,223.0
234.0,243.0
234.0,17.0
234.0,189.0
234.0,52.0
234.0,179.0
234.0,36.0
234.0,225.0
234.0,265.0
234.0,12.0
234.0,89.0
234.0,14.0
234.0,146.0
234.0,95.0
234.0,198.0
234.0,152.0
234.0,106.0
234.0,260.0
234.0,127.0
234.0,82.0
234.0,228.0
